CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_026_02_DENOMINATOR,44,-,10/01/2024,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_026_02_NUMERATOR,44,-,10/01/2024,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_026_02_OBS_RATE,100.00,-,10/01/2024,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_027_01_DENOMINATOR,162,-,10/01/2024,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_027_01_NUMERATOR,59,-,10/01/2024,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_027_01_OBS_RATE,36.42,-,10/01/2024,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_028_02_DENOMINATOR,266,-,07/01/2025,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_028_02_NUMERATOR,143,-,07/01/2025,09/30/2025,-
112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,-,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,L_028_02_OBS_RATE,53.76,-,07/01/2025,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_CI_LOWER,0.197,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_CI_UPPER,2.107,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_DOPC_DAYS,"2,176",-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_ELIGCASES,3.875,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_NUMERATOR,3,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_006_01_SIR,0.774,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_CI_LOWER,0.369,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_CI_UPPER,2.804,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_DOPC_DAYS,"3,231",-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_ELIGCASES,3.441,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_NUMERATOR,4,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_007_01_SIR,1.162,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_011_05_ADJ_CHG_MOBL_SCORE,7.30,-,10/01/2023,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_011_05_DENOMINATOR,86,-,10/01/2023,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_011_05_OBS_CHG_MOBL_SCORE,6.79,-,10/01/2023,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_012_01_DENOMINATOR,337,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_012_01_NUMERATOR,0,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_012_01_OBS_RATE,0.00,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_CI_LOWER,Not Available,6,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_CI_UPPER,0.250,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_COMP_PERF,Better than the National Benchmark,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_DOPC_DAYS,"11,448",-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_ELIGCASES,11.981,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_014_01_SIR,0.000,-,07/01/2024,06/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_015_01_DENOMINATOR,174,-,10/01/2024,03/31/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_015_01_NUMERATOR,92,-,10/01/2024,03/31/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_015_01_OBS_RATE,52.87,-,10/01/2024,03/31/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_OBS_RATE,25.15,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_OBS_READM,41,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_RSRR,23.28,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_RSRR_2_5,18.53,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_RSRR_97_5,27.94,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_017_01_PPR_PD_VOLUME,163,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_COMP_PERF,Worse than the National Rate,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_NUMBER,14,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_OBS_RATE,7.95,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_RS_RATE,9.70,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_RS_RATE_2_5,6.06,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_RS_RATE_97_5,14.25,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_018_02_DTC_VOLUME,176,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_019_01_MSPB_NUMB,131,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_019_01_MSPB_SCORE,1.05,-,10/01/2022,09/30/2024,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_021_01_ADJ_RATE,0.71,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_021_01_DENOMINATOR,274,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_021_01_NUMERATOR,2,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_021_01_OBS_RATE,0.73,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_020_01_DENOMINATOR,337,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_020_01_NUMERATOR,336,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_020_01_OBS_RATE,99.70,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_022_02_DENOMINATOR_C1,88,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_022_02_NUMERATOR_C1,88,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_022_02_OBS_RATE_C1,100.00,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_022_02_DENOMINATOR_C2,88,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_022_02_NUMERATOR_C2,88,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_022_02_OBS_RATE_C2,100.00,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_023_02_ADJ_RATE,67.49,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_023_02_DENOMINATOR,88,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_023_02_NUMERATOR,62,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_023_02_OBS_RATE,70.45,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_024_02_DENOMINATOR,251,-,07/01/2025,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_024_02_NUMERATOR,0,-,07/01/2025,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_024_02_OBS_RATE,0.00,-,07/01/2025,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_025_01_DENOMINATOR,217,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_025_01_NUMERATOR,94,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_025_01_OBS_RATE,43.32,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_026_02_DENOMINATOR,81,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_026_02_NUMERATOR,72,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_026_02_OBS_RATE,88.89,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_027_01_DENOMINATOR,217,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_027_01_NUMERATOR,100,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_027_01_OBS_RATE,46.08,-,10/01/2024,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_028_02_DENOMINATOR,337,-,07/01/2025,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_028_02_NUMERATOR,17,-,07/01/2025,09/30/2025,-
112011,"SELECT SPECIALTY HOSPITAL - SAVANNAH, INC",800 E 68TH STREET,-,SAVANNAH,GA,31405,Chatham,(912) 819-7986,4,L_028_02_OBS_RATE,5.04,-,07/01/2025,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_CI_LOWER,0.234,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_CI_UPPER,2.505,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_DOPC_DAYS,"1,829",-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_ELIGCASES,3.259,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_NUMERATOR,3,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_006_01_SIR,0.921,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_CI_LOWER,Not Available,6,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_CI_UPPER,1.135,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_DOPC_DAYS,"2,178",-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_ELIGCASES,2.640,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_007_01_SIR,0.000,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_011_05_ADJ_CHG_MOBL_SCORE,6.70,-,10/01/2023,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_011_05_DENOMINATOR,26,-,10/01/2023,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_011_05_OBS_CHG_MOBL_SCORE,6.00,-,10/01/2023,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_012_01_DENOMINATOR,117,-,10/01/2024,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_012_01_NUMERATOR,0,-,10/01/2024,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_012_01_OBS_RATE,0.00,-,10/01/2024,09/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_CI_LOWER,Not Available,6,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_CI_UPPER,0.843,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_COMP_PERF,Better than the National Benchmark,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_DOPC_DAYS,"3,986",-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_ELIGCASES,3.552,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_014_01_SIR,0.000,-,07/01/2024,06/30/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_015_01_DENOMINATOR,181,-,10/01/2024,03/31/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_015_01_NUMERATOR,145,-,10/01/2024,03/31/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_015_01_OBS_RATE,80.11,-,10/01/2024,03/31/2025,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_017_01_PPR_PD_OBS_RATE,35.56,-,10/01/2022,09/30/2024,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_017_01_PPR_PD_OBS_READM,16,-,10/01/2022,09/30/2024,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_017_01_PPR_PD_RSRR,23.28,-,10/01/2022,09/30/2024,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_017_01_PPR_PD_RSRR_2_5,18.38,-,10/01/2022,09/30/2024,-
112012,"COLUMBUS SPECIALTY HOSPITAL, INC",616 19TH STREEET,-,COLUMBUS,GA,31901,Muscogee,(706) 494-4075,4,L_017_01_PPR_PD_RSRR_97_5,29.63,-,10/01/2022,09/30/2024,-
